"subject_id" "activity_label" "feature" "mean"
"4289" 29 "walking_downstairs" "tBodyGyro-std()-Z" -0.311122615416667
"4290" 30 "walking_downstairs" "tBodyGyro-std()-Z" -0.29537036283871
"4291" 1 "walking_upstairs" "tBodyGyro-std()-Z" -0.50716867490566
"4292" 2 "walking_upstairs" "tBodyGyro-std()-Z" -0.163995791679167
"4293" 3 "walking_upstairs" "tBodyGyro-std()-Z" -0.492327305084746
"4294" 4 "walking_upstairs" "tBodyGyro-std()-Z" -0.360811047884615
"4295" 5 "walking_upstairs" "tBodyGyro-std()-Z" -0.26545133312766
"4296" 6 "walking_upstairs" "tBodyGyro-std()-Z" -0.18390018167451
"4297" 7 "walking_upstairs" "tBodyGyro-std()-Z" -0.348980051411765
"4298" 8 "walking_upstairs" "tBodyGyro-std()-Z" 0.337526477436585
"4299" 9 "walking_upstairs" "tBodyGyro-std()-Z" -0.138176481058776
"4300" 10 "walking_upstairs" "tBodyGyro-std()-Z" -0.320509332297872
"4301" 11 "walking_upstairs" "tBodyGyro-std()-Z" -0.694658851666667
"4302" 12 "walking_upstairs" "tBodyGyro-std()-Z" -0.349614606153846
"4303" 13 "walking_upstairs" "tBodyGyro-std()-Z" -0.211805111745455
"4304" 14 "walking_upstairs" "tBodyGyro-std()-Z" 0.564875818162963
"4305" 15 "walking_upstairs" "tBodyGyro-std()-Z" -0.477365945208333
"4306" 16 "walking_upstairs" "tBodyGyro-std()-Z" -0.365025170078431
"4307" 17 "walking_upstairs" "tBodyGyro-std()-Z" -0.234402350714583
"4308" 18 "walking_upstairs" "tBodyGyro-std()-Z" -0.433922212068966
"4309" 19 "walking_upstairs" "tBodyGyro-std()-Z" -0.110117174875
"4310" 20 "walking_upstairs" "tBodyGyro-std()-Z" 0.184119332796078
"4311" 21 "walking_upstairs" "tBodyGyro-std()-Z" 0.0517155421740426
"4312" 22 "walking_upstairs" "tBodyGyro-std()-Z" -0.157758060642857
"4313" 23 "walking_upstairs" "tBodyGyro-std()-Z" -0.0317301153392157
"4314" 24 "walking_upstairs" "tBodyGyro-std()-Z" -0.27459628379661
"4315" 25 "walking_upstairs" "tBodyGyro-std()-Z" -0.564195608923077
"4316" 26 "walking_upstairs" "tBodyGyro-std()-Z" -0.3090880546
"4317" 27 "walking_upstairs" "tBodyGyro-std()-Z" -0.169960785215686
"4318" 28 "walking_upstairs" "tBodyGyro-std()-Z" -0.189306812833333
"4319" 29 "walking_upstairs" "tBodyGyro-std()-Z" -0.37481514122449
"4320" 30 "walking_upstairs" "tBodyGyro-std()-Z" -0.211573579892308
"4321" 1 "laying" "tBodyGyroJerk-mean()-X" -0.107270949192
"4322" 2 "laying" "tBodyGyroJerk-mean()-X" -0.101974134208333
"4323" 3 "laying" "tBodyGyroJerk-mean()-X" -0.10004449883871
"4324" 4 "laying" "tBodyGyroJerk-mean()-X" -0.105019877685185
"4325" 5 "laying" "tBodyGyroJerk-mean()-X" -0.102114125
"4326" 6 "laying" "tBodyGyroJerk-mean()-X" -0.111267284631579
"4327" 7 "laying" "tBodyGyroJerk-mean()-X" -0.105944243484615
"4328" 8 "laying" "tBodyGyroJerk-mean()-X" -0.106445008314815
"4329" 9 "laying" "tBodyGyroJerk-mean()-X" -0.10384667982
"4330" 10 "laying" "tBodyGyroJerk-mean()-X" -0.100308254413793
"4331" 11 "laying" "tBodyGyroJerk-mean()-X" -0.102297501877193
"4332" 12 "laying" "tBodyGyroJerk-mean()-X" -0.0990402297166667
"4333" 13 "laying" "tBodyGyroJerk-mean()-X" -0.101835573822581
"4334" 14 "laying" "tBodyGyroJerk-mean()-X" -0.105446637019608
"4335" 15 "laying" "tBodyGyroJerk-mean()-X" -0.102266714236111
"4336" 16 "laying" "tBodyGyroJerk-mean()-X" -0.1022095722
"4337" 17 "laying" "tBodyGyroJerk-mean()-X" -0.102049763957746
"4338" 18 "laying" "tBodyGyroJerk-mean()-X" -0.0997154236307692
"4339" 19 "laying" "tBodyGyroJerk-mean()-X" -0.0956018266746988
"4340" 20 "laying" "tBodyGyroJerk-mean()-X" -0.0995033069117647
"4341" 21 "laying" "tBodyGyroJerk-mean()-X" -0.0964118375066667
"4342" 22 "laying" "tBodyGyroJerk-mean()-X" -0.100203934722222
"4343" 23 "laying" "tBodyGyroJerk-mean()-X" -0.102024922819444
"4344" 24 "laying" "tBodyGyroJerk-mean()-X" -0.102813809652778
"4345" 25 "laying" "tBodyGyroJerk-mean()-X" -0.101646999342466
"4346" 26 "laying" "tBodyGyroJerk-mean()-X" -0.100368640868421
"4347" 27 "laying" "tBodyGyroJerk-mean()-X" -0.101147695256757
"4348" 28 "laying" "tBodyGyroJerk-mean()-X" -0.1045116270375
"4349" 29 "laying" "tBodyGyroJerk-mean()-X" -0.0995339880724638
"4350" 30 "laying" "tBodyGyroJerk-mean()-X" -0.102277358585714
"4351" 1 "sitting" "tBodyGyroJerk-mean()-X" -0.0936793807234043
"4352" 2 "sitting" "tBodyGyroJerk-mean()-X" -0.0936328412826087
"4353" 3 "sitting" "tBodyGyroJerk-mean()-X" -0.103605889057692
"4354" 4 "sitting" "tBodyGyroJerk-mean()-X" -0.09694948424
"4355" 5 "sitting" "tBodyGyroJerk-mean()-X" -0.0889747665681818
"4356" 6 "sitting" "tBodyGyroJerk-mean()-X" -0.0936693524363636
"4357" 7 "sitting" "tBodyGyroJerk-mean()-X" -0.0938155625083333
"4358" 8 "sitting" "tBodyGyroJerk-mean()-X" -0.0923150250434783
"4359" 9 "sitting" "tBodyGyroJerk-mean()-X" -0.0930708106
"4360" 10 "sitting" "tBodyGyroJerk-mean()-X" -0.0931555026481481
"4361" 11 "sitting" "tBodyGyroJerk-mean()-X" -0.0948423481320755
"4362" 12 "sitting" "tBodyGyroJerk-mean()-X" -0.0941023489803922
"4363" 13 "sitting" "tBodyGyroJerk-mean()-X" -0.095919848877551
"4364" 14 "sitting" "tBodyGyroJerk-mean()-X" -0.0921614578888889
"4365" 15 "sitting" "tBodyGyroJerk-mean()-X" -0.0953649067966102
"4366" 16 "sitting" "tBodyGyroJerk-mean()-X" -0.0957204520289855
"4367" 17 "sitting" "tBodyGyroJerk-mean()-X" -0.094247696875
"4368" 18 "sitting" "tBodyGyroJerk-mean()-X" -0.0954723233684211
"4369" 19 "sitting" "tBodyGyroJerk-mean()-X" -0.100986131452055
"4370" 20 "sitting" "tBodyGyroJerk-mean()-X" -0.0959970816060606
"4371" 21 "sitting" "tBodyGyroJerk-mean()-X" -0.101114775129412
"4372" 22 "sitting" "tBodyGyroJerk-mean()-X" -0.0986493161935484
"4373" 23 "sitting" "tBodyGyroJerk-mean()-X" -0.0967422192647059
"4374" 24 "sitting" "tBodyGyroJerk-mean()-X" -0.0951782658382353
"4375" 25 "sitting" "tBodyGyroJerk-mean()-X" -0.0954801379692308
"4376" 26 "sitting" "tBodyGyroJerk-mean()-X" -0.095984817
"4377" 27 "sitting" "tBodyGyroJerk-mean()-X" -0.0951635808
"4378" 28 "sitting" "tBodyGyroJerk-mean()-X" -0.0953935055833333
"4379" 29 "sitting" "tBodyGyroJerk-mean()-X" -0.0953636995833333
"4380" 30 "sitting" "tBodyGyroJerk-mean()-X" -0.095270767516129
"4381" 1 "standing" "tBodyGyroJerk-mean()-X" -0.0996092129056604
"4382" 2 "standing" "tBodyGyroJerk-mean()-X" -0.105562157888889
"4383" 3 "standing" "tBodyGyroJerk-mean()-X" -0.0994602620655738
"4384" 4 "standing" "tBodyGyroJerk-mean()-X" -0.103057894142857
"4385" 5 "standing" "tBodyGyroJerk-mean()-X" -0.0922249863035714
"4386" 6 "standing" "tBodyGyroJerk-mean()-X" -0.103292534210526
"4387" 7 "standing" "tBodyGyroJerk-mean()-X" -0.0901539662169811
"4388" 8 "standing" "tBodyGyroJerk-mean()-X" -0.097757576
"4389" 9 "standing" "tBodyGyroJerk-mean()-X" -0.095897704
"4390" 10 "standing" "tBodyGyroJerk-mean()-X" -0.104753833181818
"4391" 11 "standing" "tBodyGyroJerk-mean()-X" -0.099519355893617
"4392" 12 "standing" "tBodyGyroJerk-mean()-X" -0.0976380412377049
"4393" 13 "standing" "tBodyGyroJerk-mean()-X" -0.0981199986666667
"4394" 14 "standing" "tBodyGyroJerk-mean()-X" -0.100718458866667
"4395" 15 "standing" "tBodyGyroJerk-mean()-X" -0.101358786226415
"4396" 16 "standing" "tBodyGyroJerk-mean()-X" -0.100107332602564
"4397" 17 "standing" "tBodyGyroJerk-mean()-X" -0.101289168653846
"4398" 18 "standing" "tBodyGyroJerk-mean()-X" -0.0987174024657534
"4399" 19 "standing" "tBodyGyroJerk-mean()-X" -0.0990467890520548
"4400" 20 "standing" "tBodyGyroJerk-mean()-X" -0.102049132684932
"4401" 21 "standing" "tBodyGyroJerk-mean()-X" -0.103199796370787
"4402" 22 "standing" "tBodyGyroJerk-mean()-X" -0.0975013472380952
"4403" 23 "standing" "tBodyGyroJerk-mean()-X" -0.0981481050441177
"4404" 24 "standing" "tBodyGyroJerk-mean()-X" -0.0991947719855072
"4405" 25 "standing" "tBodyGyroJerk-mean()-X" -0.100473697756757
"4406" 26 "standing" "tBodyGyroJerk-mean()-X" -0.100355997108108
"4407" 27 "standing" "tBodyGyroJerk-mean()-X" -0.0987605078625
"4408" 28 "standing" "tBodyGyroJerk-mean()-X" -0.102248409070886
"4409" 29 "standing" "tBodyGyroJerk-mean()-X" -0.0988701505538462
"4410" 30 "standing" "tBodyGyroJerk-mean()-X" -0.0997160228220339
"4411" 1 "walking" "tBodyGyroJerk-mean()-X" -0.0899975423705263
"4412" 2 "walking" "tBodyGyroJerk-mean()-X" -0.0818833429152542
"4413" 3 "walking" "tBodyGyroJerk-mean()-X" -0.0952398165017241
"4414" 4 "walking" "tBodyGyroJerk-mean()-X" -0.115321556475
"4415" 5 "walking" "tBodyGyroJerk-mean()-X" -0.0888408355267857
"4416" 6 "walking" "tBodyGyroJerk-mean()-X" -0.0878891090105263
"4417" 7 "walking" "tBodyGyroJerk-mean()-X" -0.123654199751333
"4418" 8 "walking" "tBodyGyroJerk-mean()-X" -0.135886431360417
"4419" 9 "walking" "tBodyGyroJerk-mean()-X" -0.0809204094461538
"4420" 10 "walking" "tBodyGyroJerk-mean()-X" -0.122709563462264
"4421" 11 "walking" "tBodyGyroJerk-mean()-X" -0.0918204195491525
"4422" 12 "walking" "tBodyGyroJerk-mean()-X" -0.06223893174
"4423" 13 "walking" "tBodyGyroJerk-mean()-X" -0.0966598593263158
"4424" 14 "walking" "tBodyGyroJerk-mean()-X" -0.110656054802153
"4425" 15 "walking" "tBodyGyroJerk-mean()-X" -0.0776692754648148
"4426" 16 "walking" "tBodyGyroJerk-mean()-X" -0.110917348282353
"4427" 17 "walking" "tBodyGyroJerk-mean()-X" -0.109959237927869
"4428" 18 "walking" "tBodyGyroJerk-mean()-X" -0.0966435295642857
"4429" 19 "walking" "tBodyGyroJerk-mean()-X" -0.0832353261384615
"4430" 20 "walking" "tBodyGyroJerk-mean()-X" -0.0679992365372549
"4431" 21 "walking" "tBodyGyroJerk-mean()-X" -0.0868767709153846
"4432" 22 "walking" "tBodyGyroJerk-mean()-X" -0.132977562363043
"4433" 23 "walking" "tBodyGyroJerk-mean()-X" -0.0578128239067797
"4434" 24 "walking" "tBodyGyroJerk-mean()-X" -0.0625311679982759
"4435" 25 "walking" "tBodyGyroJerk-mean()-X" -0.102377269321622
"4436" 26 "walking" "tBodyGyroJerk-mean()-X" -0.099411456038983
"4437" 27 "walking" "tBodyGyroJerk-mean()-X" -0.0786163508824035
"4438" 28 "walking" "tBodyGyroJerk-mean()-X" -0.092974671262963
"4439" 29 "walking" "tBodyGyroJerk-mean()-X" -0.10688830318283
"4440" 30 "walking" "tBodyGyroJerk-mean()-X" -0.0873839917276923
"4441" 1 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.0739592036271429
"4442" 2 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.0581038498510638
"4443" 3 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.0778701650285714
"4444" 4 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.0921282734666667
"4445" 5 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.110149008255319
"4446" 6 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.0256452232354167
"4447" 7 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.0597273512680851
"4448" 8 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.0349283489710526
"4449" 9 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.094591202447619
"4450" 10 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.0643764005526316
"4451" 11 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.0220916265065217
"4452" 12 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.0264668968652174
"4453" 13 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.0647199842553191
"4454" 14 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.108620377713333
"4455" 15 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.0482532079928571
"4456" 16 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.103904044543617
"4457" 17 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.1077700285
"4458" 18 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.0836566573181818
"4459" 19 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.0337429578461538
"4460" 20 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.0452503065777778
"4461" 21 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.0726461849022222
"4462" 22 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.0901744530194444
"4463" 23 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.117725824412963
"4464" 24 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.0914145014654545
"4465" 25 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.127952445399655
"4466" 26 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.0992465275036
"4467" 27 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.0515814754272727
"4468" 28 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.0266492977565217
"4469" 29 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.0743986469979167
"4470" 30 "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.0615954583870968
"4471" 1 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.122232768011321
"4472" 2 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.0828858001333333
"4473" 3 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.115510569491525
"4474" 4 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.1314720713
"4475" 5 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.143029686361702
"4476" 6 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.0652024492378431
"4477" 7 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.0856640866647059
"4478" 8 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.15544567414878
"4479" 9 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.0684689593355102
"4480" 10 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.157212539189362
"4481" 11 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.0645245413759259
"4482" 12 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.0455638872076923
"4483" 13 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.0664817176345455
"4484" 14 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.128266667862963
"4485" 15 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.144485986527083
"4486" 16 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.140908293613922
"4487" 17 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.142655397660417
"4488" 18 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.0899953036658621
"4489" 19 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.1018063044
"4490" 20 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.148389168870392
"4491" 21 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.144351492595745
"4492" 22 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.148450080695476
"4493" 23 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.109913094117647
"4494" 24 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.146800845605424
"4495" 25 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.126481161061538
"4496" 26 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.0975590199454545
"4497" 27 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.0937518711117647
"4498" 28 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.080568055454902
"4499" 29 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.130429072653061
"4500" 30 "walking_upstairs" "tBodyGyroJerk-mean()-X" -0.108414261326154
"4501" 1 "laying" "tBodyGyroJerk-mean()-Y" -0.04151728689
"4502" 2 "laying" "tBodyGyroJerk-mean()-Y" -0.0358590176083333
"4503" 3 "laying" "tBodyGyroJerk-mean()-Y" -0.0389771765322581
"4504" 4 "laying" "tBodyGyroJerk-mean()-Y" -0.0381230432222222
"4505" 5 "laying" "tBodyGyroJerk-mean()-Y" -0.0404446925288462
"4506" 6 "laying" "tBodyGyroJerk-mean()-Y" -0.0424104289992982
"4507" 7 "laying" "tBodyGyroJerk-mean()-Y" -0.0358897425826923
"4508" 8 "laying" "tBodyGyroJerk-mean()-Y" -0.0389735198722222
"4509" 9 "laying" "tBodyGyroJerk-mean()-Y" -0.027552256948
"4510" 10 "laying" "tBodyGyroJerk-mean()-Y" -0.0388797920413793
"4511" 11 "laying" "tBodyGyroJerk-mean()-Y" -0.0412391429298246
"4512" 12 "laying" "tBodyGyroJerk-mean()-Y" -0.0410675310833333
"4513" 13 "laying" "tBodyGyroJerk-mean()-Y" -0.0417744000370968
"4514" 14 "laying" "tBodyGyroJerk-mean()-Y" -0.0372677398193922
"4515" 15 "laying" "tBodyGyroJerk-mean()-Y" -0.0415878968152778
"4516" 16 "laying" "tBodyGyroJerk-mean()-Y" -0.0347735325871429
"4517" 17 "laying" "tBodyGyroJerk-mean()-Y" -0.0361961143943662
"4518" 18 "laying" "tBodyGyroJerk-mean()-Y" -0.0393440191846154
"4519" 19 "laying" "tBodyGyroJerk-mean()-Y" -0.0371476597051807
"4520" 20 "laying" "tBodyGyroJerk-mean()-Y" -0.038776298
"4521" 21 "laying" "tBodyGyroJerk-mean()-Y" -0.0346275066055556
"4522" 22 "laying" "tBodyGyroJerk-mean()-Y" -0.037608730565
"4523" 23 "laying" "tBodyGyroJerk-mean()-Y" -0.0372449750569444
"4524" 24 "laying" "tBodyGyroJerk-mean()-Y" -0.0382323710416667
"4525" 25 "laying" "tBodyGyroJerk-mean()-Y" -0.0426718870280822
"4526" 26 "laying" "tBodyGyroJerk-mean()-Y" -0.0396682720394737
"4527" 27 "laying" "tBodyGyroJerk-mean()-Y" -0.0362186160902703
"4528" 28 "laying" "tBodyGyroJerk-mean()-Y" -0.03560100499625
"4529" 29 "laying" "tBodyGyroJerk-mean()-Y" -0.0386768295072464
"4530" 30 "laying" "tBodyGyroJerk-mean()-Y" -0.0384875867528571
"4531" 1 "sitting" "tBodyGyroJerk-mean()-Y" -0.0402118124255319
"4532" 2 "sitting" "tBodyGyroJerk-mean()-Y" -0.0415602029130435
"4533" 3 "sitting" "tBodyGyroJerk-mean()-Y" -0.0360909881807692
"4534" 4 "sitting" "tBodyGyroJerk-mean()-Y" -0.041848389996
"4535" 5 "sitting" "tBodyGyroJerk-mean()-Y" -0.0454702982386364
"4536" 6 "sitting" "tBodyGyroJerk-mean()-Y" -0.0333986700025455
"4537" 7 "sitting" "tBodyGyroJerk-mean()-Y" -0.0396444885
"4538" 8 "sitting" "tBodyGyroJerk-mean()-Y" -0.0402673770652174
"4539" 9 "sitting" "tBodyGyroJerk-mean()-Y" -0.046663441472
"4540" 10 "sitting" "tBodyGyroJerk-mean()-Y" -0.0411216540925926
"4541" 11 "sitting" "tBodyGyroJerk-mean()-Y" -0.0392813049264151
"4542" 12 "sitting" "tBodyGyroJerk-mean()-Y" -0.0387477474705882
"4543" 13 "sitting" "tBodyGyroJerk-mean()-Y" -0.041036688077551
"4544" 14 "sitting" "tBodyGyroJerk-mean()-Y" -0.0434577295055556
"4545" 15 "sitting" "tBodyGyroJerk-mean()-Y" -0.0396068774557627
"4546" 16 "sitting" "tBodyGyroJerk-mean()-Y" -0.0450369280637681
"4547" 17 "sitting" "tBodyGyroJerk-mean()-Y" -0.0411134199378125
"4548" 18 "sitting" "tBodyGyroJerk-mean()-Y" -0.0397125591491228
"4549" 19 "sitting" "tBodyGyroJerk-mean()-Y" -0.0425170215068493
"4550" 20 "sitting" "tBodyGyroJerk-mean()-Y" -0.0407299244348485
"4551" 21 "sitting" "tBodyGyroJerk-mean()-Y" -0.0391483428502824
"4552" 22 "sitting" "tBodyGyroJerk-mean()-Y" -0.0423409822741935
"4553" 23 "sitting" "tBodyGyroJerk-mean()-Y" -0.0434602554691176
"4554" 24 "sitting" "tBodyGyroJerk-mean()-Y" -0.040616936
"4555" 25 "sitting" "tBodyGyroJerk-mean()-Y" -0.0391651423907692
"4556" 26 "sitting" "tBodyGyroJerk-mean()-Y" -0.0403070205666667
"4557" 27 "sitting" "tBodyGyroJerk-mean()-Y" -0.0396410809285714
"4558" 28 "sitting" "tBodyGyroJerk-mean()-Y" -0.0408007786402778
"4559" 29 "sitting" "tBodyGyroJerk-mean()-Y" -0.040001843485
"4560" 30 "sitting" "tBodyGyroJerk-mean()-Y" -0.0407930587264516
"4561" 1 "standing" "tBodyGyroJerk-mean()-Y" -0.0440627877924528
"4562" 2 "standing" "tBodyGyroJerk-mean()-Y" -0.042241953537037
"4563" 3 "standing" "tBodyGyroJerk-mean()-Y" -0.0472415819016393
"4564" 4 "standing" "tBodyGyroJerk-mean()-Y" -0.0461257201357143
"4565" 5 "standing" "tBodyGyroJerk-mean()-Y" -0.0399108188821429
"4566" 6 "standing" "tBodyGyroJerk-mean()-Y" -0.0428828304736842
"4567" 7 "standing" "tBodyGyroJerk-mean()-Y" -0.0412797611886792
"4568" 8 "standing" "tBodyGyroJerk-mean()-Y" -0.0485190684259259
"4569" 9 "standing" "tBodyGyroJerk-mean()-Y" -0.0419199574333333
"4570" 10 "standing" "tBodyGyroJerk-mean()-Y" -0.0371593000727273
"4571" 11 "standing" "tBodyGyroJerk-mean()-Y" -0.0395992140851064
"4572" 12 "standing" "tBodyGyroJerk-mean()-Y" -0.0409520826508197
"4573" 13 "standing" "tBodyGyroJerk-mean()-Y" -0.0412872577807018
"4574" 14 "standing" "tBodyGyroJerk-mean()-Y" -0.04500967927
"4575" 15 "standing" "tBodyGyroJerk-mean()-Y" -0.0438507492018868
"4576" 16 "standing" "tBodyGyroJerk-mean()-Y" -0.0424982241410256
"4577" 17 "standing" "tBodyGyroJerk-mean()-Y" -0.0404518753974359
"4578" 18 "standing" "tBodyGyroJerk-mean()-Y" -0.0406573412739726
"4579" 19 "standing" "tBodyGyroJerk-mean()-Y" -0.0422918533780822
"4580" 20 "standing" "tBodyGyroJerk-mean()-Y" -0.0432152397506849
"4581" 21 "standing" "tBodyGyroJerk-mean()-Y" -0.0404300756516854
"4582" 22 "standing" "tBodyGyroJerk-mean()-Y" -0.0420998733444444
"4583" 23 "standing" "tBodyGyroJerk-mean()-Y" -0.0416774165735294
"4584" 24 "standing" "tBodyGyroJerk-mean()-Y" -0.0431738608
"4585" 25 "standing" "tBodyGyroJerk-mean()-Y" -0.0418294632148649
"4586" 26 "standing" "tBodyGyroJerk-mean()-Y" -0.0409011992972973
"4587" 27 "standing" "tBodyGyroJerk-mean()-Y" -0.0417471753375
"4588" 28 "standing" "tBodyGyroJerk-mean()-Y" -0.0431364662518987
"4589" 29 "standing" "tBodyGyroJerk-mean()-Y" -0.0405110578461538
"4590" 30 "standing" "tBodyGyroJerk-mean()-Y" -0.0437759700423729
"4591" 1 "walking" "tBodyGyroJerk-mean()-Y" -0.0398428709463158
"4592" 2 "walking" "tBodyGyroJerk-mean()-Y" -0.0538299449067797
"4593" 3 "walking" "tBodyGyroJerk-mean()-Y" -0.0387874651724138
"4594" 4 "walking" "tBodyGyroJerk-mean()-Y" -0.0393474489133333
"4595" 5 "walking" "tBodyGyroJerk-mean()-Y" -0.0449559531089286
"4596" 6 "walking" "tBodyGyroJerk-mean()-Y" -0.0362308971842105
"4597" 7 "walking" "tBodyGyroJerk-mean()-Y" -0.0447766029745614
"4598" 8 "walking" "tBodyGyroJerk-mean()-Y" -0.0314880905541667
"4599" 9 "walking" "tBodyGyroJerk-mean()-Y" -0.0356283427038462
"4600" 10 "walking" "tBodyGyroJerk-mean()-Y" -0.0519204981037736
"4601" 11 "walking" "tBodyGyroJerk-mean()-Y" -0.0514172549559322
"4602" 12 "walking" "tBodyGyroJerk-mean()-Y" -0.049852604592
"4603" 13 "walking" "tBodyGyroJerk-mean()-Y" -0.0319849271912281
"4604" 14 "walking" "tBodyGyroJerk-mean()-Y" -0.0438969529084746
"4605" 15 "walking" "tBodyGyroJerk-mean()-Y" -0.0552536572125926
"4606" 16 "walking" "tBodyGyroJerk-mean()-Y" -0.0433876843176471
"4607" 17 "walking" "tBodyGyroJerk-mean()-Y" -0.0379251328622951
"4608" 18 "walking" "tBodyGyroJerk-mean()-Y" -0.0433771125875
"4609" 19 "walking" "tBodyGyroJerk-mean()-Y" -0.0307128442115385
"4610" 20 "walking" "tBodyGyroJerk-mean()-Y" -0.0514175758627451
"4611" 21 "walking" "tBodyGyroJerk-mean()-Y" -0.0515650260576923
"4612" 22 "walking" "tBodyGyroJerk-mean()-Y" -0.0321910702173913
"4613" 23 "walking" "tBodyGyroJerk-mean()-Y" -0.0516704755661017
"4614" 24 "walking" "tBodyGyroJerk-mean()-Y" -0.0502895008551724
"4615" 25 "walking" "tBodyGyroJerk-mean()-Y" -0.0398986518064865
"4616" 26 "walking" "tBodyGyroJerk-mean()-Y" -0.0456538283033898
"4617" 27 "walking" "tBodyGyroJerk-mean()-Y" -0.0476974404561403
"4618" 28 "walking" "tBodyGyroJerk-mean()-Y" -0.0515394449611111
"4619" 29 "walking" "tBodyGyroJerk-mean()-Y" -0.0479898124113208
"4620" 30 "walking" "tBodyGyroJerk-mean()-Y" -0.0617028868769231
"4621" 1 "walking_downstairs" "tBodyGyroJerk-mean()-Y" -0.0439902783367347
"4622" 2 "walking_downstairs" "tBodyGyroJerk-mean()-Y" -0.0421470257531915
"4623" 3 "walking_downstairs" "tBodyGyroJerk-mean()-Y" -0.0391567930959184
"4624" 4 "walking_downstairs" "tBodyGyroJerk-mean()-Y" -0.0348434913444444
"4625" 5 "walking_downstairs" "tBodyGyroJerk-mean()-Y" -0.0708296588478723
"4626" 6 "walking_downstairs" "tBodyGyroJerk-mean()-Y" -0.0768089915604167
"4627" 7 "walking_downstairs" "tBodyGyroJerk-mean()-Y" -0.0381904275744681
"4628" 8 "walking_downstairs" "tBodyGyroJerk-mean()-Y" -0.0534969692794737
"4629" 9 "walking_downstairs" "tBodyGyroJerk-mean()-Y" -0.0597608334619048
"4630" 10 "walking_downstairs" "tBodyGyroJerk-mean()-Y" -0.0489378053157895
"4631" 11 "walking_downstairs" "tBodyGyroJerk-mean()-Y" -0.0520272987304348
"4632" 12 "walking_downstairs" "tBodyGyroJerk-mean()-Y" -0.0609177195869565
"4633" 13 "walking_downstairs" "tBodyGyroJerk-mean()-Y" -0.0669414080765958
"4634" 14 "walking_downstairs" "tBodyGyroJerk-mean()-Y" -0.0740589810844444
